FIR_ID,Crime_Type,Crime_Category,District,Police_Station,Latitude,Longitude,Date,Time,Victim_Age,Victim_Gender,Suspect_ID,Suspect_Age,Suspect_Gender,Previous_Offenses,Socio_Economic_Index,Investigation_Status,Crime_Severity,Financial_Loss,Risk_Level
FIR-2024-15384,Phishing,Cyber Crimes,Davanagere,Extension PS,14.476078800988812,75.8980523801824,2026-02-20,16:47:06,68,Male,SUS-0364,26,Male,2,57,Chargesheeted,Medium,43990.69,Medium
FIR-2026-15385,Money Laundering,Economic Crimes,Mysuru,Lashkar PS,12.338669566087129,76.5462715239329,2025-12-05,01:04:48,52,Female,SUS-0528,53,Male,2,73,Closed,Medium,410320.34,Medium
FIR-2026-15386,Identity Theft,Cyber Crimes,Mangaluru,Kadri PS,12.917803577886032,74.81486796425868,2025-05-02,04:17:51,34,Female,SUS-0237,30,Female,3,83,Chargesheeted,Low,57791.74,Medium
FIR-2025-15387,Bribery,Economic Crimes,Bengaluru Urban,Whitefield PS,12.908625762452006,77.60720893346245,2024-06-10,00:32:51,44,Female,SUS-0244,37,Male,4,44,Chargesheeted,Low,80714.8,Medium
FIR-2024-15388,Money Laundering,Economic Crimes,Bengaluru Urban,Jayanagar PS,12.952517045145443,77.64330233187168,2025-02-24,23:19:45,35,Male,SUS-0503,34,Male,0,38,Chargesheeted,High,257222.69,Medium
FIR-2025-15389,Murder,Violent Crimes,Bengaluru Urban,Indiranagar PS,12.977132668154194,77.60471980854412,2024-09-18,19:10:41,64,Male,SUS-0103,29,Male,3,30,Under Investigation,High,0.0,High
FIR-2025-15390,Money Laundering,Economic Crimes,Hassan,Hassan Central PS,13.009291503201835,76.1291615955966,2025-06-13,20:18:25,25,Female,SUS-0154,42,Male,0,47,Under Investigation,Medium,53292.17,Medium
FIR-2025-15391,Stalking,Crimes Against Women,Davanagere,Extension PS,14.475930335805101,75.98461385218047,2025-01-10,19:22:42,8,Female,SUS-0049,29,Male,2,57,Closed,Medium,0.0,Medium
FIR-2026-15392,Kidnapping,Violent Crimes,Mysuru,Lashkar PS,12.310560934644998,76.61639692178916,2024-07-23,07:40:48,26,Male,SUS-0073,43,Female,0,51,Chargesheeted,High,0.0,Medium
FIR-2024-15393,House Breaking,Property Crimes,Bengaluru Urban,Indiranagar PS,12.996451130113169,77.52219446120444,2024-11-23,02:38:28,29,Male,SUS-0049,29,Male,2,46,Arrested,High,118434.58,High
FIR-2025-15394,Assault,Violent Crimes,Tumakuru,Kyathsandra PS,13.432283434639004,77.14543590762307,2024-09-29,09:09:44,19,Male,SUS-0385,33,Male,2,37,Arrested,High,0.0,High
FIR-2025-15395,Money Laundering,Economic Crimes,Bengaluru Urban,Koramangala PS,12.961029327265566,77.57463815454844,2024-09-19,09:15:01,39,Female,SUS-0127,37,Male,2,79,Chargesheeted,High,170833.38,Medium
FIR-2025-15396,House Breaking,Property Crimes,Bengaluru Urban,Koramangala PS,12.964960771507476,77.65907514696781,2024-12-31,02:53:13,41,Male,SUS-0542,16,Male,0,45,Closed,Medium,33956.52,Medium
FIR-2025-15397,Substance Abuse,Narcotics,Hubballi-Dharwad,Keshwapur PS,15.315587755052304,75.07694270374965,2026-03-23,07:31:30,22,Female,SUS-0190,30,Male,0,57,Closed,Medium,0.0,Low
FIR-2025-15398,Kidnapping,Violent Crimes,Tumakuru,Kyathsandra PS,13.340777668099578,77.05905535575398,2025-05-09,02:11:54,39,Male,SUS-0423,26,Male,1,64,Under Investigation,Medium,0.0,Medium
FIR-2024-15399,Murder,Violent Crimes,Bengaluru Urban,Indiranagar PS,12.952789759737563,77.52351457666475,2026-02-11,03:10:17,29,Female,SUS-0567,27,Male,4,63,Under Investigation,High,0.0,High
FIR-2026-15400,Assault,Violent Crimes,Bengaluru Urban,Whitefield PS,13.01114116579399,77.62846808844029,2025-11-05,22:54:02,48,Male,SUS-0125,42,Male,1,55,Closed,High,0.0,Medium
FIR-2025-15401,Theft,Property Crimes,Tumakuru,Kyathsandra PS,13.360242683190815,77.13942777832686,2026-01-10,01:35:27,52,Female,SUS-0193,43,Male,2,58,Arrested,Low,15581.38,Low
FIR-2025-15402,Substance Abuse,Narcotics,Bengaluru Urban,Jayanagar PS,12.981344261772165,77.59094099995617,2024-09-29,02:01:24,26,Male,SUS-0045,31,Male,3,51,Untraced,High,0.0,High
FIR-2025-15403,Robbery,Property Crimes,Bengaluru Urban,Jayanagar PS,12.977627948165747,77.63224999830966,2024-07-17,10:04:59,43,Female,SUS-0189,35,Male,3,73,Chargesheeted,Low,137883.23,Medium
FIR-2026-15404,Drug Possession,Narcotics,Mangaluru,Pandeshwar PS,12.931626147027865,74.91638157810323,2026-01-16,09:29:49,35,Female,SUS-0284,22,Male,2,63,Arrested,Medium,0.0,Medium
FIR-2024-15405,Harassment,Crimes Against Women,Ballari,Brucepet PS,15.086610035550757,76.9622849997652,2026-02-01,06:24:08,37,Female,SUS-0410,42,Male,1,32,Chargesheeted,High,0.0,Medium
FIR-2026-15406,Cyber Bullying,Cyber Crimes,Hubballi-Dharwad,Gokul Road PS,15.317214658415024,75.08496915901685,2024-08-01,17:37:21,8,Male,SUS-0207,24,Male,0,60,Under Investigation,Low,25988.51,Low
FIR-2025-15407,Murder,Violent Crimes,Chikkamagaluru,Basavanahalli PS,13.286298950874198,75.76592063844531,2024-03-10,18:01:19,45,Female,SUS-0580,29,Male,0,51,Under Investigation,Medium,0.0,Low
FIR-2026-15408,Stalking,Crimes Against Women,Belagavi,Khade Bazar PS,15.890570137831288,74.51765324245403,2026-05-09,04:18:52,28,Female,SUS-0041,40,Male,1,54,Under Investigation,Low,0.0,Low
FIR-2024-15409,Cyber Bullying,Cyber Crimes,Bengaluru Urban,Koramangala PS,12.923144363630588,77.56737199651862,2026-01-20,13:00:23,44,Male,SUS-0593,25,Male,1,38,Under Investigation,Low,20833.0,Low
FIR-2025-15410,Substance Abuse,Narcotics,Chikkamagaluru,Chikkamagaluru Town PS,13.328019373230529,75.78807566017076,2025-08-16,16:05:21,38,Female,SUS-0253,42,Male,1,73,Under Investigation,High,0.0,Medium
FIR-2025-15411,Online Fraud,Cyber Crimes,Mysuru,Lashkar PS,12.333349106215415,76.62653512376757,2024-06-21,03:26:34,36,Male,SUS-0045,31,Male,3,58,Closed,Medium,34804.34,Medium
FIR-2026-15412,Online Fraud,Cyber Crimes,Bengaluru Urban,Indiranagar PS,12.96600465942855,77.57120842817571,2025-06-21,16:38:25,37,Female,SUS-0097,50,Male,0,56,Untraced,Low,116645.4,Low
FIR-2024-15413,Murder,Violent Crimes,Hubballi-Dharwad,Town PS,15.367349804574234,75.17468585853192,2024-09-21,12:51:05,37,Male,SUS-0324,25,Male,0,41,Chargesheeted,High,0.0,Medium
FIR-2025-15414,Bribery,Economic Crimes,Bengaluru Urban,Cubbon Park PS,12.974706346256394,77.5825402579882,2026-02-19,06:18:29,17,Female,SUS-0039,27,Male,0,65,Under Investigation,High,349187.03,Medium
FIR-2025-15415,Phishing,Cyber Crimes,Bengaluru Urban,Cubbon Park PS,13.018661302043673,77.54418056027414,2025-07-14,12:27:46,43,Male,SUS-0215,30,Male,0,51,Closed,Low,88180.85,Low
FIR-2026-15416,Assault,Violent Crimes,Bengaluru Urban,Koramangala PS,12.954355215526583,77.57628898853766,2025-02-22,12:19:42,41,Female,SUS-0524,28,Male,0,53,Chargesheeted,High,0.0,Medium
FIR-2024-15417,Tax Evasion,Economic Crimes,Mysuru,Lashkar PS,12.334179760646085,76.58700622131525,2025-04-27,19:24:54,46,Female,SUS-0292,23,Male,0,56,Chargesheeted,Low,57941.86,Low
FIR-2024-15418,Assault,Violent Crimes,Davanagere,Gandhinagar PS,14.417918299903222,75.91794629604634,2024-10-26,04:29:38,28,Male,SUS-0138,42,Male,2,57,Arrested,Medium,0.0,Medium
FIR-2024-15419,Robbery,Property Crimes,Mangaluru,Pandeshwar PS,12.9140680356226,74.83561349742313,2024-04-24,19:50:55,37,Female,SUS-0382,20,Male,5,78,Under Investigation,Low,40570.5,Medium
FIR-2024-15420,Stalking,Crimes Against Women,Chikkamagaluru,Rural PS,13.38688906940608,75.76080944915914,2024-10-26,12:20:35,55,Female,SUS-0560,39,Male,3,50,Closed,Medium,0.0,Medium
FIR-2026-15421,Phishing,Cyber Crimes,Bengaluru Urban,Cubbon Park PS,12.970557500199313,77.60783936025067,2025-07-29,07:44:35,50,Female,SUS-0536,24,Male,1,75,Under Investigation,Low,55844.76,Low
FIR-2025-15422,Vehicle Theft,Property Crimes,Bengaluru Urban,Cubbon Park PS,13.031418030507796,77.64001437335367,2025-08-12,23:51:55,45,Male,SUS-0466,28,Male,0,77,Chargesheeted,Medium,5033.02,Low
FIR-2025-15423,Cyber Bullying,Cyber Crimes,Bengaluru Urban,Cubbon Park PS,12.999728669820426,77.63367811250421,2026-01-04,19:30:41,27,Male,SUS-0353,36,Male,1,34,Chargesheeted,Low,344941.06,Medium
FIR-2026-15424,Substance Abuse,Narcotics,Bengaluru Urban,Koramangala PS,13.031688238058548,77.5713316976563,2024-05-08,07:54:10,28,Male,SUS-0413,16,Male,1,79,Closed,High,0.0,Medium
FIR-2025-15425,Robbery,Property Crimes,Bengaluru Urban,Jayanagar PS,12.935967398728902,77.57342725418194,2024-10-17,06:49:52,63,Male,SUS-0536,24,Male,1,68,Arrested,Medium,80568.11,Medium
FIR-2025-15426,Kidnapping,Violent Crimes,Kalaburagi,Raghavendra Nagar PS,17.37385623023874,76.80716361022999,2025-02-22,15:06:34,16,Female,SUS-0494,43,Male,4,26,Under Investigation,Medium,0.0,High
FIR-2024-15427,Online Fraud,Cyber Crimes,Shivamogga,Tunga Nagar PS,13.911724818129796,75.54671979383507,2025-03-18,18:57:40,27,Male,SUS-0353,36,Male,1,64,Chargesheeted,Low,236412.79,Low
FIR-2025-15428,Drug Possession,Narcotics,Hassan,Hassan Rural PS,13.003402521004716,76.09102349374277,2024-08-11,08:03:26,44,Male,SUS-0021,40,Male,2,66,Under Investigation,High,0.0,Medium
FIR-2024-15429,Extortion,Violent Crimes,Bengaluru Urban,Cubbon Park PS,12.962427834159177,77.61488192363021,2025-09-21,13:59:30,50,Male,SUS-0466,28,Male,0,57,Chargesheeted,High,0.0,Medium
FIR-2024-15430,House Breaking,Property Crimes,Ballari,Brucepet PS,15.100833288127795,76.92000143720222,2024-06-28,12:59:13,8,Male,SUS-0375,29,Female,0,40,Chargesheeted,Medium,55648.08,Medium
FIR-2025-15431,Substance Abuse,Narcotics,Bengaluru Urban,Indiranagar PS,12.954499457626552,77.67088396334583,2025-03-06,02:48:08,38,Male,SUS-0321,37,Male,2,63,Arrested,High,0.0,Medium
FIR-2024-15432,Theft,Property Crimes,Bengaluru Urban,Cubbon Park PS,13.005183602624445,77.5515625519225,2025-04-14,13:37:05,59,Female,SUS-0480,29,Female,0,30,Chargesheeted,Medium,3237.04,Medium
FIR-2024-15433,Substance Abuse,Narcotics,Ballari,Cowlbazar PS,15.104212460580715,76.92513326598942,2026-04-26,21:49:37,8,Male,SUS-0366,30,Male,3,51,Under Investigation,Medium,0.0,Medium
FIR-2025-15434,Theft,Property Crimes,Mangaluru,Urwa PS,12.901767457469019,74.91906674267086,2025-01-30,03:22:02,71,Female,SUS-0403,28,Male,1,55,Under Investigation,Medium,16671.5,Medium
FIR-2025-15435,Online Fraud,Cyber Crimes,Bengaluru Urban,Indiranagar PS,12.918634641692115,77.5978657484528,2024-02-21,08:20:23,8,Female,SUS-0522,33,Male,0,59,Chargesheeted,Low,119417.98,Low
FIR-2025-15436,House Breaking,Property Crimes,Mysuru,Devaraja PS,12.27676752838997,76.63920487102716,2024-06-02,04:55:47,42,Male,SUS-0261,16,Male,2,52,Chargesheeted,High,1738.63,High
FIR-2026-15437,Substance Abuse,Narcotics,Bengaluru Urban,Jayanagar PS,13.066510246581476,77.64114463237901,2025-05-04,20:07:19,56,Female,SUS-0034,38,Female,2,66,Under Investigation,High,0.0,Medium
FIR-2024-15438,Theft,Property Crimes,Kalaburagi,Chowk PS,17.313284594271543,76.8550145811196,2024-10-19,22:24:46,48,Male,SUS-0178,35,Male,1,34,Chargesheeted,Medium,123858.86,Medium
FIR-2025-15439,Robbery,Property Crimes,Mysuru,Vidyaranyapuram PS,12.281991726327274,76.66345796171925,2025-03-03,00:42:51,20,Male,SUS-0572,31,Male,4,57,Closed,Low,6330.24,Medium
FIR-2025-15440,Harassment,Crimes Against Women,Chikkamagaluru,Chikkamagaluru Town PS,13.390743984969331,75.78706311908917,2024-05-07,13:30:06,44,Female,SUS-0163,46,Male,0,55,Under Investigation,Medium,0.0,Low
FIR-2024-15441,Bribery,Economic Crimes,Bengaluru Urban,Cubbon Park PS,12.977824421947263,77.61014701200708,2026-04-05,17:00:47,43,Male,SUS-0099,22,Male,0,52,Under Investigation,Low,59368.13,Low
FIR-2026-15442,Harassment,Crimes Against Women,Mysuru,Lashkar PS,12.281812363510113,76.60323212770405,2026-05-01,13:44:10,23,Female,SUS-0157,36,Male,1,70,Chargesheeted,High,0.0,Medium
FIR-2024-15443,Theft,Property Crimes,Hubballi-Dharwad,Keshwapur PS,15.35390801761259,75.15809350328232,2026-06-03,04:06:15,29,Female,SUS-0373,19,Male,0,52,Under Investigation,Medium,23332.27,Medium
FIR-2025-15444,Substance Abuse,Narcotics,Hubballi-Dharwad,Suburban PS,15.399438678613157,75.17616284558392,2025-09-08,17:12:57,26,Male,SUS-0074,39,Female,0,46,Chargesheeted,High,0.0,Medium
FIR-2026-15445,Vehicle Theft,Property Crimes,Bengaluru Urban,Jayanagar PS,12.986139221446823,77.57457153892764,2024-05-28,22:28:19,49,Female,SUS-0480,29,Female,0,77,Under Investigation,Medium,9570.45,Low
FIR-2024-15446,Theft,Property Crimes,Kalaburagi,Station Bazar PS,17.32645109401968,76.86190380211337,2024-11-15,21:29:52,34,Male,SUS-0395,41,Male,1,48,Under Investigation,Medium,49989.57,Medium
FIR-2025-15447,Murder,Violent Crimes,Ballari,Brucepet PS,15.10549260529015,76.90837613553151,2024-03-30,05:15:37,38,Male,SUS-0011,21,Male,1,45,Arrested,High,0.0,Medium
FIR-2026-15448,Identity Theft,Cyber Crimes,Tumakuru,Town PS,13.326457324031994,77.0885082585737,2026-04-09,04:51:06,36,Male,SUS-0515,37,Male,4,64,Under Investigation,Low,119698.86,Medium
FIR-2025-15449,Extortion,Violent Crimes,Davanagere,Extension PS,14.422318909230928,75.90784506042864,2025-01-22,22:21:42,59,Female,SUS-0230,36,Female,1,48,Under Investigation,High,0.0,Medium
FIR-2026-15450,Drug Trafficking,Narcotics,Ballari,Brucepet PS,15.112364158389141,76.92718776710689,2025-09-09,20:32:05,45,Male,SUS-0482,24,Male,2,43,Chargesheeted,High,0.0,High
FIR-2024-15451,Kidnapping,Violent Crimes,Hubballi-Dharwad,Suburban PS,15.37306185431761,75.1234777804675,2024-01-11,04:49:02,27,Female,SUS-0375,29,Female,0,58,Under Investigation,High,0.0,Medium
FIR-2024-15452,Harassment,Crimes Against Women,Davanagere,Gandhinagar PS,14.559987438435135,75.89258266531749,2024-08-20,02:48:35,48,Female,SUS-0360,39,Male,1,47,Under Investigation,Low,0.0,Low
FIR-2024-15453,Robbery,Property Crimes,Bengaluru Urban,Indiranagar PS,13.03769813495358,77.54077410321635,2024-10-08,10:46:01,45,Female,SUS-0545,19,Male,2,36,Under Investigation,Medium,17598.55,Medium
FIR-2024-15454,Phishing,Cyber Crimes,Mysuru,Krishnaraja PS,12.276828687731962,76.6799805066288,2026-04-04,18:11:44,47,Female,SUS-0525,33,Male,2,65,Under Investigation,Low,49192.76,Low
FIR-2025-15455,Vehicle Theft,Property Crimes,Bengaluru Urban,Cubbon Park PS,12.995659343172594,77.58521236331345,2024-03-28,18:40:11,33,Other,SUS-0035,42,Male,1,56,Chargesheeted,High,48876.68,Medium
FIR-2025-15456,Identity Theft,Cyber Crimes,Mysuru,Krishnaraja PS,12.27185532300617,76.62228497887217,2026-04-18,23:35:10,29,Female,SUS-0346,27,Male,2,44,Closed,Low,26611.1,Medium
FIR-2024-15457,Theft,Property Crimes,Bengaluru Urban,Indiranagar PS,13.050743645159768,77.65071047426154,2026-04-04,22:30:10,42,Male,SUS-0063,30,Male,1,34,Chargesheeted,Medium,6764.27,Medium
FIR-2024-15458,Cyber Bullying,Cyber Crimes,Hassan,Hassan Central PS,13.024235687019136,76.21011098630021,2025-06-23,03:51:28,34,Female,SUS-0305,26,Male,1,45,Under Investigation,Medium,134587.12,Medium
FIR-2024-15459,Kidnapping,Violent Crimes,Bengaluru Urban,Jayanagar PS,12.926816493692499,77.64693914655034,2026-01-05,06:09:16,36,Female,SUS-0367,32,Male,0,71,Under Investigation,Medium,0.0,Low
FIR-2025-15460,Bribery,Economic Crimes,Bengaluru Urban,Whitefield PS,12.953077080805924,77.6068958013594,2025-08-05,10:30:01,52,Female,SUS-0491,25,Male,1,70,Chargesheeted,High,351007.93,Medium
FIR-2024-15461,Domestic Violence,Crimes Against Women,Hubballi-Dharwad,Gokul Road PS,15.385768933706517,75.24204786391778,2025-12-17,23:36:47,72,Female,SUS-0074,39,Female,0,61,Under Investigation,Medium,0.0,Low
FIR-2024-15462,Harassment,Crimes Against Women,Bengaluru Urban,Cubbon Park PS,12.95873886244257,77.58648315189261,2024-05-26,20:14:30,43,Female,SUS-0265,31,Male,2,51,Chargesheeted,High,0.0,High
FIR-2024-15463,Extortion,Violent Crimes,Bengaluru Urban,Cubbon Park PS,12.940639245889006,77.57376368038936,2025-12-07,15:03:09,43,Male,SUS-0082,47,Male,1,39,Chargesheeted,High,0.0,Medium
FIR-2024-15464,Hacking,Cyber Crimes,Bengaluru Urban,Koramangala PS,12.998616379306833,77.57126003351881,2024-01-17,06:00:35,24,Male,SUS-0020,21,Male,2,83,Untraced,Low,623495.74,Medium
FIR-2026-15465,Financial Fraud,Economic Crimes,Mysuru,Lashkar PS,12.292538035511136,76.66955983133556,2024-11-07,18:15:34,39,Male,SUS-0338,16,Female,0,48,Closed,Low,49388.01,Low
FIR-2024-15466,House Breaking,Property Crimes,Mysuru,Lashkar PS,12.367601439351464,76.65015643484801,2025-12-24,15:52:14,40,Male,SUS-0303,29,Male,3,58,Chargesheeted,Medium,44431.45,Medium
FIR-2025-15467,Extortion,Violent Crimes,Kalaburagi,Chowk PS,17.33785390132495,76.7668339345014,2025-06-25,02:13:58,35,Female,SUS-0103,29,Male,3,35,Closed,High,0.0,High
FIR-2026-15468,Financial Fraud,Economic Crimes,Kalaburagi,Station Bazar PS,17.344032699889688,76.82420490834933,2025-05-31,00:00:47,42,Male,SUS-0470,33,Male,1,28,Under Investigation,High,149827.17,High
FIR-2026-15469,Financial Fraud,Economic Crimes,Mysuru,Vidyaranyapuram PS,12.277138131535876,76.65346140057089,2025-04-12,14:33:50,64,Male,SUS-0173,34,Male,2,66,Chargesheeted,Low,42386.26,Low
FIR-2026-15470,Bribery,Economic Crimes,Bengaluru Urban,Koramangala PS,13.050695462832913,77.59990521644316,2024-07-11,09:04:14,34,Female,SUS-0472,40,Male,0,44,Under Investigation,Low,86229.74,Low
FIR-2026-15471,Hacking,Cyber Crimes,Bengaluru Urban,Whitefield PS,12.939513412554096,77.5949818527026,2026-04-08,11:16:17,18,Female,SUS-0211,31,Male,1,32,Chargesheeted,Low,156087.91,Low
FIR-2025-15472,Vehicle Theft,Property Crimes,Kalaburagi,Raghavendra Nagar PS,17.3231963324163,76.81714881963136,2025-07-23,02:00:33,37,Male,SUS-0106,35,Male,4,49,Under Investigation,Medium,41402.75,High
FIR-2026-15473,Murder,Violent Crimes,Bengaluru Urban,Cubbon Park PS,12.879265253172324,77.51877856497053,2024-10-07,02:21:38,37,Male,SUS-0444,24,Male,1,75,Chargesheeted,High,0.0,Medium
FIR-2026-15474,Substance Abuse,Narcotics,Bengaluru Urban,Koramangala PS,12.975028527308883,77.60727034857975,2025-07-26,04:52:52,37,Male,SUS-0540,31,Male,1,57,Arrested,High,0.0,Medium
FIR-2024-15475,Theft,Property Crimes,Kalaburagi,Raghavendra Nagar PS,17.348678024638033,76.81862298068732,2026-02-15,13:34:14,57,Female,SUS-0189,35,Male,3,22,Chargesheeted,Medium,74323.54,High
FIR-2026-15476,Online Fraud,Cyber Crimes,Hubballi-Dharwad,Gokul Road PS,15.372260417802101,75.13718088547326,2024-01-12,13:09:07,51,Female,SUS-0492,26,Male,1,64,Chargesheeted,Low,86060.47,Low
FIR-2025-15477,Hacking,Cyber Crimes,Bengaluru Urban,Jayanagar PS,12.904536391265761,77.58386993014513,2026-02-25,22:05:51,49,Male,SUS-0076,17,Female,0,63,Chargesheeted,Low,18004.94,Low
FIR-2026-15478,Robbery,Property Crimes,Bengaluru Urban,Jayanagar PS,13.005594283595773,77.57795875460583,2024-01-20,01:40:17,19,Male,SUS-0386,30,Male,1,61,Under Investigation,Medium,62141.25,Medium
FIR-2024-15479,Theft,Property Crimes,Tumakuru,Kyathsandra PS,13.336487720192537,77.18424467024006,2026-02-06,13:04:54,34,Male,SUS-0314,16,Female,2,58,Under Investigation,Medium,128893.91,Medium
FIR-2025-15480,Drug Possession,Narcotics,Ballari,Brucepet PS,15.157830066988899,76.85742363303173,2024-11-23,14:07:38,55,Male,SUS-0456,36,Male,4,44,Under Investigation,High,0.0,High
FIR-2025-15481,Stalking,Crimes Against Women,Belagavi,Khade Bazar PS,15.858115952083828,74.5205332962738,2024-07-22,18:01:49,75,Female,SUS-0198,30,Male,1,49,Under Investigation,Medium,0.0,Medium
FIR-2026-15482,Phishing,Cyber Crimes,Hubballi-Dharwad,Suburban PS,15.362773254758451,75.17763801689641,2024-06-14,06:21:42,40,Male,SUS-0370,27,Male,0,64,Chargesheeted,Low,65584.39,Low
FIR-2024-15483,Murder,Violent Crimes,Hubballi-Dharwad,Suburban PS,15.318077186588802,75.13520343967947,2024-07-14,02:57:45,36,Female,SUS-0382,20,Male,5,40,Under Investigation,Medium,0.0,High
FIR-2024-15484,Harassment,Crimes Against Women,Hassan,Hassan Central PS,13.097277038439762,76.10849676026974,2024-10-09,11:22:07,25,Female,SUS-0565,27,Male,0,45,Under Investigation,Medium,0.0,Medium
FIR-2025-15485,House Breaking,Property Crimes,Hassan,Hassan Rural PS,13.013222864350725,76.10407902667662,2025-05-08,09:14:59,14,Male,SUS-0124,20,Male,3,56,Untraced,Medium,36078.82,Medium
FIR-2025-15486,Harassment,Crimes Against Women,Bengaluru Urban,Indiranagar PS,13.005049512758957,77.57049588148148,2025-04-21,23:39:27,28,Female,SUS-0364,26,Male,2,41,Closed,High,0.0,High
FIR-2026-15487,Identity Theft,Cyber Crimes,Davanagere,Extension PS,14.5375488129043,75.9291756470033,2025-06-17,08:31:27,35,Male,SUS-0380,43,Female,0,58,Under Investigation,Low,71649.8,Low
FIR-2025-15488,Cyber Bullying,Cyber Crimes,Bengaluru Urban,Koramangala PS,12.842749756849903,77.55450039631549,2025-03-03,19:37:46,25,Male,SUS-0132,38,Female,2,40,Under Investigation,Low,20770.32,Medium
FIR-2026-15489,Hacking,Cyber Crimes,Bengaluru Urban,Indiranagar PS,13.004765388218573,77.57881599691727,2024-01-06,00:04:06,45,Male,SUS-0554,46,Male,0,36,Chargesheeted,Low,36908.25,Low
FIR-2024-15490,Identity Theft,Cyber Crimes,Belagavi,Camp PS,15.845777566166289,74.48633080068548,2025-07-10,05:02:44,36,Male,SUS-0439,36,Male,0,40,Under Investigation,Low,13546.19,Low
FIR-2024-15491,Robbery,Property Crimes,Mysuru,Devaraja PS,12.199721612412366,76.59129203172022,2025-07-03,13:46:03,33,Female,SUS-0440,33,Male,0,43,Under Investigation,Medium,29431.52,Medium
FIR-2024-15492,Money Laundering,Economic Crimes,Tumakuru,New Extension PS,13.35982782686442,77.14081815112905,2026-05-17,01:44:26,57,Male,SUS-0554,46,Male,0,63,Under Investigation,High,328008.13,Medium
FIR-2026-15493,Cyber Bullying,Cyber Crimes,Bengaluru Urban,Koramangala PS,13.025188612363868,77.63465935888426,2025-06-08,15:15:22,29,Male,SUS-0069,32,Male,6,59,Under Investigation,Medium,32627.76,Medium
FIR-2026-15494,Identity Theft,Cyber Crimes,Hubballi-Dharwad,Keshwapur PS,15.348683716629582,75.1890447308516,2026-05-01,05:10:33,27,Female,SUS-0229,23,Female,1,41,Closed,Medium,138452.79,Medium
FIR-2025-15495,Tax Evasion,Economic Crimes,Shivamogga,Tunga Nagar PS,13.90770054384557,75.56937041977093,2024-01-06,07:21:09,32,Female,SUS-0510,34,Female,1,59,Chargesheeted,Low,32146.5,Low
FIR-2024-15496,House Breaking,Property Crimes,Shivamogga,Doddapet PS,13.920735008147819,75.53700235038876,2026-05-23,18:04:15,36,Female,SUS-0331,40,Female,1,44,Untraced,Low,28958.86,Low
FIR-2024-15497,Phishing,Cyber Crimes,Bengaluru Urban,Jayanagar PS,12.938596759864042,77.62975652057757,2024-01-19,20:33:05,17,Female,SUS-0589,45,Male,1,32,Chargesheeted,Low,102429.29,Low
FIR-2025-15498,Tax Evasion,Economic Crimes,Mysuru,Vidyaranyapuram PS,12.299826808850709,76.66006746794194,2024-05-23,06:02:37,24,Female,SUS-0462,38,Female,2,58,Under Investigation,High,324070.69,High
FIR-2025-15499,Domestic Violence,Crimes Against Women,Mangaluru,Urwa PS,12.881050545949574,74.82667437884268,2024-07-21,20:24:51,34,Female,SUS-0160,21,Male,0,59,Closed,Medium,0.0,Low
FIR-2024-15500,Tax Evasion,Economic Crimes,Bengaluru Urban,Cubbon Park PS,13.000318483914098,77.62278137260664,2024-07-31,07:59:00,45,Male,SUS-0004,29,Male,2,35,Chargesheeted,High,127609.61,High
FIR-2026-15501,Drug Trafficking,Narcotics,Hassan,Hassan Rural PS,13.073822654958903,76.14703041916883,2026-04-11,20:11:23,64,Male,SUS-0048,29,Male,4,67,Under Investigation,High,0.0,High
FIR-2026-15502,Financial Fraud,Economic Crimes,Shivamogga,Tunga Nagar PS,13.873737799718425,75.58507165626571,2026-04-06,00:48:00,48,Female,SUS-0372,16,Male,2,41,Under Investigation,High,370498.49,High
FIR-2026-15503,Robbery,Property Crimes,Bengaluru Urban,Jayanagar PS,13.075184226883735,77.6792722908213,2024-04-14,23:42:18,34,Male,SUS-0357,34,Male,0,52,Under Investigation,Medium,4313.02,Low
FIR-2024-15504,Extortion,Violent Crimes,Bengaluru Urban,Cubbon Park PS,12.913594036296047,77.65382374706769,2024-02-15,01:40:16,24,Male,SUS-0415,26,Male,2,72,Under Investigation,High,0.0,Medium
FIR-2025-15505,Vehicle Theft,Property Crimes,Bengaluru Urban,Whitefield PS,13.05023439571115,77.5774473778685,2024-03-24,07:23:15,57,Male,SUS-0270,21,Male,1,39,Chargesheeted,Medium,71413.62,Medium
FIR-2024-15506,Phishing,Cyber Crimes,Shivamogga,Tunga Nagar PS,13.948795820380665,75.5288484312174,2025-07-02,12:24:02,40,Female,SUS-0315,25,Male,1,67,Arrested,Low,12063.28,Low
FIR-2026-15507,Assault,Violent Crimes,Bengaluru Urban,Koramangala PS,13.001284247002008,77.63767216486248,2025-08-12,12:06:38,27,Male,SUS-0101,41,Male,1,46,Under Investigation,High,0.0,Medium
FIR-2026-15508,Phishing,Cyber Crimes,Mysuru,Krishnaraja PS,12.274786111921186,76.62483009328766,2025-09-29,16:38:51,47,Male,SUS-0008,37,Female,0,53,Chargesheeted,Low,183293.82,Low
FIR-2025-15509,Kidnapping,Violent Crimes,Mysuru,Krishnaraja PS,12.18930657452872,76.62961215720019,2025-11-17,23:44:57,30,Male,SUS-0474,42,Male,1,54,Chargesheeted,High,0.0,Medium
FIR-2024-15510,Kidnapping,Violent Crimes,Mangaluru,Kadri PS,12.884437926626308,74.90786905957724,2024-09-08,00:02:05,27,Female,SUS-0184,29,Male,0,80,Under Investigation,High,0.0,Medium
